web-scraper-order,web-scraper-start-url,title,context,link,link-href,logo-src
"1643576917-3339","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Workinlot","Workinlot girişimcilik için tasarlanmış bir paylaşım ve deneyim platformudur.","İncele","https://startupmarket.co/workinlot-1","https://startupmarket.co/cache/100x100/upload/images/startup/5ba80a2571129762246498.jpg"
"1643576922-3372","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Ikarus HR","Yeni Nesil İnsan Kaynakları Çözümleri","İncele","https://startupmarket.co/ikarus-hr","https://startupmarket.co/cache/100x100/upload/images/startup/5fe8e3565d548329755759.jpg"
"1643576919-3343","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Sorwe","Uçtan uca çalışan deneyimini insan analitiği ile birleştiriyoruz","İncele","https://startupmarket.co/sorwe","https://startupmarket.co/cache/100x100/upload/images/startup/5ecfd4d8eb162206733341.jpg"
"1643576922-3378","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Kariyervideom.com","Benim Özgeçmişim Yok; Kariyer Videom Var!","İncele","https://startupmarket.co/kariyervideom-com","https://startupmarket.co/cache/100x100/upload/images/startup/5f2173476384c944019097.jpg"
"1643576912-3296","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Krawl","Helps tech talents to find companies they would love to work.","İncele","https://startupmarket.co/krawl","https://startupmarket.co/cache/100x100/upload/images/startup/5d9e58c19f5ab378481928.jpg"
"1643576922-3367","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Çalışanın Gözünden","Şirketleri afili sitelerinden değil çalışanın gözünden tanıyın!","İncele","https://startupmarket.co/calisanin-gozunden","https://startupmarket.co/cache/100x100/upload/images/startup/60bbf33f1de2a806739699.jpg"
"1643576922-3366","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Waggler","Swipe, Match, Work!","İncele","https://startupmarket.co/waggler","https://startupmarket.co/cache/100x100/upload/images/startup/6127a87f37cf6193074869.jpg"
"1643576914-3311","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Mentornity","Kurumsal gelişim ve mentorluk programları için yönetim sistemi.","İncele","https://startupmarket.co/mentornity","https://startupmarket.co/cache/100x100/upload/images/startup/5ac5f64aa0c25359519265.jpg"
"1643576912-3292","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","NeGibi Sosyal İçerik Paylaşım Platformu","NeGibi","İncele","https://startupmarket.co/negibi-sosyal-icerik-paylasim-platformu","https://startupmarket.co/cache/100x100/upload/images/startup/5f33fec4e8c1f027466630.jpg"
"1643576919-3345","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Starters' Agency","işiniz için en uygun freelancerlar","İncele","https://startupmarket.co/starters-agency","https://startupmarket.co/cache/100x100/upload/images/startup/5eb472d0e0c3c145962215.jpg"
"1643576912-3301","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Trend Giyim","Herkez en guzelini en ucuza sahip olmak zorunda..","İncele","https://startupmarket.co/trend-giyim","https://startupmarket.co/cache/100x100/upload/images/startup/5c08f44402883289196528.jpg"
"1643576922-3373","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Smarthronline","Find a logistics job you love.","İncele","https://startupmarket.co/smarthronline","https://startupmarket.co/cache/100x100/upload/images/startup/5fc905cb1cfd2964374955.jpg"
"1643576917-3342","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Gören Duyan","5 Farklı kategoride kayıp, çalıntı ilanını ver, daha çok kişiye ücretsiz eriş!","İncele","https://startupmarket.co/goren-duyan","https://startupmarket.co/cache/100x100/upload/images/startup/5ff99334a298c870314308.jpg"
"1643576914-3308","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Gmply","Engage more, interact more, analyze more","İncele","https://startupmarket.co/gmply","https://startupmarket.co/cache/100x100/upload/images/startup/6152d02f2cdb6324314334.jpg"
"1643576917-3335","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Kolay İK","İşinizi kolaylaştırır.","İncele","https://startupmarket.co/kolay-ik","https://startupmarket.co/cache/100x100/upload/images/startup/5c6fbafb8ee9b214792038.jpg"
"1643576912-3295","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","The Service Stars","Because We're Here!","İncele","https://startupmarket.co/the-service-stars","https://startupmarket.co/cache/100x100/upload/images/startup/5dea5bcc94786215662213.jpg"
"1643576914-3322","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","FlexyTime","İş için ayırdığınız zamanı otomatik takip edin","İncele","https://startupmarket.co/flexytime","https://startupmarket.co/cache/100x100/upload/images/startup/6126266d80b4c221920052.jpg"
"1643576922-3364","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","asistanla","Türkiye’nin ilk ve tek uzaktan çalışan Sanal Yönetici Asistanı platformu","İncele","https://startupmarket.co/asistanla","https://startupmarket.co/cache/100x100/upload/images/startup/613208a5d60a0985853941.jpg"
"1643576922-3363","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","ilk-is","Başarı hikayeniz, bir özgeçmişle başlar...","İncele","https://startupmarket.co/ilk-is","https://startupmarket.co/cache/100x100/upload/images/startup/61884bf6522f8652618457.jpg"
"1643576912-3303","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Anne Yarısı","Bakıcı Bulmanın En Kolay Yolu","İncele","https://startupmarket.co/anne-yarisi","https://startupmarket.co/cache/100x100/upload/images/startup/5bdf46f3146b5190923269.jpg"
"1643576917-3337","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","RobAsist - Robot Asistan Akıllı Otomasyon Sistemi","Siz işinizi, RobAsist siparişlerinizi.","İncele","https://startupmarket.co/robasist-robot-asistan-akilli-otomasyon-sistemi","https://startupmarket.co/cache/100x100/upload/images/startup/5bdb249050497656976055.jpg"
"1643576919-3344","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","AbilityPool","Yeteneğini Paylaş Fayda Sağla","İncele","https://startupmarket.co/abilitypool","https://startupmarket.co/cache/100x100/upload/images/startup/5ecef147b554d305123195.jpg"
"1643576919-3352","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","ProjeGo","Karmaşık süreçleri basit ve verimli yönetin.","İncele","https://startupmarket.co/projego","https://startupmarket.co/cache/100x100/upload/images/startup/5dcd877f262eb963107855.jpg"
"1643576919-3351","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Humanup","Find a tech job you love","İncele","https://startupmarket.co/humanup","https://startupmarket.co/cache/100x100/upload/images/startup/61716414b628b305544318.jpg"
"1643576912-3306","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","ozel-okullar.com | Özel Okullar","ozel-okullar.com | Özel okullar ve fazlası","İncele","https://startupmarket.co/ozel-okullar-com-ozel-okullar","https://startupmarket.co/cache/100x100/assets/img/no-image.jpg"
"1643576917-3326","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Talentvise","Hayalini Kurduğun Kariyere Sahip Ol","İncele","https://startupmarket.co/talentvise","https://startupmarket.co/cache/100x100/upload/images/startup/5c913dd60c09d454515416.jpg"
"1643576922-3365","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Çöp Kurye","Çöp için evden çıkmaya son.","İncele","https://startupmarket.co/cop-kurye","https://startupmarket.co/cache/100x100/upload/images/startup/612f674311d41093812371.jpg"
"1643576914-3320","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Mürebbiyem","Sizin için en uygun Mürebbiye’yi bulun!","İncele","https://startupmarket.co/murebbiyem","https://startupmarket.co/cache/100x100/upload/images/startup/5a853b29e8665600804667.jpg"
"1643576914-3309","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Zumbara Zaman Kumbarası","Zumbara- Zaman Kumbarası","İncele","https://startupmarket.co/zumbara-zaman-kumbarasi","https://startupmarket.co/cache/100x100/upload/images/startup/5af9606f877dd343758185.jpg"
"1643576922-3375","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","RODİ","Sosyal mesafe sosyalliğimize de mesafe koymasın !","İncele","https://startupmarket.co/rodi","https://startupmarket.co/cache/100x100/upload/images/startup/5f74244cb8699027580160.jpg"
"1643576919-3349","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Teacherix","Placing Teachers Globally!","İncele","https://startupmarket.co/teacherix","https://startupmarket.co/cache/100x100/upload/images/startup/5e2ab64d14cb7156217246.jpg"
"1643576912-3299","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","The Job Auction","Work On Your Terms","İncele","https://startupmarket.co/the-job-auction","https://startupmarket.co/cache/100x100/upload/images/startup/5cd34fc3e199f029793645.jpg"
"1643576914-3312","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","SimulApp Mobil Simülasyon Platformu","Dakikalar içerisinde mobil simülasyonunuz hazır!","İncele","https://startupmarket.co/simulapp-mobil-simulasyon-platformu","https://startupmarket.co/cache/100x100/upload/images/startup/5ab1204ab7f0f798213735.jpg"
"1643576917-3331","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","UniCommunity","Öğrenci topluluklarının bir çatı altında toplandığı platform!","İncele","https://startupmarket.co/unicommunity","https://startupmarket.co/cache/100x100/upload/images/startup/5c111479e922d455467349.jpg"
"1643576919-3353","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Founded App","Erken aşama girişimciler için takım arkadaşı bulma uygulaması","İncele","https://startupmarket.co/founded-app","https://startupmarket.co/cache/100x100/upload/images/startup/5db89ee2f2cba127973235.jpg"
"1643576919-3354","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Remote Team","Remote Teams made simple.","İncele","https://startupmarket.co/remote-team","https://startupmarket.co/cache/100x100/upload/images/startup/5daf7243e3d04459310277.jpg"
"1643576917-3329","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Sertifier","Becerilerinizi dijital bir dünyaya aktarmaya başlayın","İncele","https://startupmarket.co/sertifier-1","https://startupmarket.co/cache/100x100/upload/images/startup/5e7e8546c93a1670800387.jpg"
"1643576914-3307","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","DinamikCRM","İş Yönetimine Yardımcı Bulut CRM Programı","İncele","https://startupmarket.co/dinamikcrm","https://startupmarket.co/cache/100x100/upload/images/startup/5c0574439a641918265342.jpg"
"1643576914-3323","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","motro","çağır gelsin","İncele","https://startupmarket.co/motro","https://startupmarket.co/cache/100x100/upload/images/startup/5fe0ffec72dd5640496765.jpg"
"1643576919-3359","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","HerGünÖğren","Kitapların suyunu sıktık. Her gün izlenecek öğrenme dizileri haline getirdik.","İncele","https://startupmarket.co/hergunogren","https://startupmarket.co/cache/100x100/upload/images/startup/5ccc56e867333686785517.jpg"
"1643576922-3371","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Idenfit","Başarılı işlerin arkasında, harika insanlar olduğuna inanıyoruz!","İncele","https://startupmarket.co/idenfit","https://startupmarket.co/cache/100x100/upload/images/startup/603e40279619a761500091.jpg"
"1643576922-3374","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Bijunior","Dijital ve Kreatif Dünyanın iş İlanı/Bulma Platformu.","İncele","https://startupmarket.co/bijunior","https://startupmarket.co/cache/100x100/upload/images/startup/5fe0f08ec5e37545646882.jpg"
"1643576922-3369","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Meslek ve Kariyer Merkezi","Milyonlarca öğrenciye doğru seçimi yapmaları için rehberlik ediyoruz","İncele","https://startupmarket.co/meslek-ve-kariyer-merkezi","https://startupmarket.co/cache/100x100/upload/images/startup/608abab9e5972124414777.jpg"
"1643576922-3376","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Bi'tuşlaiş","Günlük veya bir kaç günlük iş için anlık çözüm Bi'tuşlaiş","İncele","https://startupmarket.co/bituslais","https://startupmarket.co/cache/100x100/upload/images/startup/5f466c9ed8bea232949798.jpg"
"1643576922-3368","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Getjob","İşveren ile iş arayanı buluşturan yeni nesil insan kaynakları teknolojisi","İncele","https://startupmarket.co/getjob","https://startupmarket.co/cache/100x100/upload/images/startup/60b3a1f39cd26673987094.jpg"
"1643576917-3334","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Motivacraft","All about motivation!","İncele","https://startupmarket.co/motivacraft","https://startupmarket.co/cache/100x100/upload/images/startup/5de4bcbc97436720136895.jpg"
"1643576912-3304","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Evebirigerek","Evinizde ihtiyaç duyduğunuz her türlü hizmet için, bizleri seçin.","İncele","https://startupmarket.co/evebirigerek","https://startupmarket.co/cache/100x100/upload/images/startup/5aa68c62eb7ea198853566.jpg"
"1643576919-3350","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Pusula360","Yeni Nesil Performans Değerlendirme Sistemi","İncele","https://startupmarket.co/pusula360","https://startupmarket.co/cache/100x100/upload/images/startup/5e2187d4d9de4947306192.jpg"
"1643576919-3357","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Eprofilim.com","İnternetteki yüzünüzü güzel kılın.","İncele","https://startupmarket.co/eprofilim-com","https://startupmarket.co/cache/100x100/upload/images/startup/5ce1efaadcaf2848055897.jpg"
"1643576919-3347","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Casebridge","İnteraktif Kariyer Okulu","İncele","https://startupmarket.co/casebridge","https://startupmarket.co/cache/100x100/upload/images/startup/5e7a6389e81f4877610843.jpg"
"1643576917-3336","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Fair Explorer","Fuara Gidemiyorsanız, Fuar Cebine Gelsin. www.FairExplorer.com","İncele","https://startupmarket.co/fair-explorer","https://startupmarket.co/cache/100x100/upload/images/startup/5be885ffe7eb2099348004.jpg"
"1643576917-3325","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Perwatch","Perwatch size personelinizin gerçek maliyetini çıkarır ve verinizi korur.","İncele","https://startupmarket.co/perwatch","https://startupmarket.co/cache/100x100/upload/images/startup/5c9bd16d1d5aa646572426.jpg"
"1643576919-3356","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Kangaroo","Takımınızla birlikte websitelerini paylaşın ve kaydedin.","İncele","https://startupmarket.co/kangaroo","https://startupmarket.co/cache/100x100/upload/images/startup/5d057179729e5737182397.jpg"
"1643576917-3327","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Oişcepte","Elin İŞ'te Gözün Bizde Olsun","İncele","https://startupmarket.co/oiscepte","https://startupmarket.co/cache/100x100/upload/images/startup/5c89278041660876592007.jpg"
"1643576914-3316","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Aidatım","Tek başına Aidatım yeter","İncele","https://startupmarket.co/aidatim","https://startupmarket.co/cache/100x100/upload/images/startup/5eb91142a254f688616835.jpg"
"1643576922-3361","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","7/24 Network","Networkünü genişlet","İncele","https://startupmarket.co/7-24-network","https://startupmarket.co/cache/100x100/upload/images/startup/61e81b0697192371673795.jpg"
"1643576922-3362","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","SmartCV","Smartest Way Of Recruitment","İncele","https://startupmarket.co/smartcv","https://startupmarket.co/cache/100x100/upload/images/startup/61cd6ec9113da066868941.jpg"
"1643576917-3332","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Others","İhtiyacın olan işlerin için yetenekli üniversite öğrencileriyle çalış!","İncele","https://startupmarket.co/others","https://startupmarket.co/cache/100x100/upload/images/startup/5bf411cf72cb0201443581.jpg"
"1643576912-3300","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Earnado","Öğreten, uygulatan, iş büyüten platform","İncele","https://startupmarket.co/earnado","https://startupmarket.co/cache/100x100/upload/images/startup/5e66170990f37106959635.jpg"
"1643576919-3358","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Yollah","Yola Devam

#yallayola","İncele","https://startupmarket.co/yollah","https://startupmarket.co/cache/100x100/upload/images/startup/5ce1d639d33c4425796604.jpg"
"1643576912-3305","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","yazılımcılık","gözü görmeyen arkadaşlarımızın görmelerine vbi yere gitmelerini kolaylaştırmak","İncele","https://startupmarket.co/yazilimcilik","https://startupmarket.co/cache/100x100/assets/img/no-image.jpg"
"1643576914-3317","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Clopos","Bulut tabanlı POS","İncele","https://startupmarket.co/clopos","https://startupmarket.co/cache/100x100/upload/images/startup/5aa0e8a4c047f978093999.jpg"
"1643576917-3338","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","TOGETENTER","Hayal edilebilen her potansiyel girişim değerlidir.","İncele","https://startupmarket.co/togetenter","https://startupmarket.co/cache/100x100/upload/images/startup/5d28d48af39e0139766104.jpg"
"1643576914-3321","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Test Invite","Kurumlarınız ve şirketleriniz için güvenilir, online ölçme değerlendirme sistemi","İncele","https://startupmarket.co/test-invite-2","https://startupmarket.co/cache/100x100/upload/images/startup/61e2adbd69e2e026667922.jpg"
"1643576919-3348","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Yersonel.com","Online Yiyecek-İçecek Seri İş İlanları","İncele","https://startupmarket.co/yersonel-com","https://startupmarket.co/cache/100x100/upload/images/startup/5e5a3733e50c9174247687.jpg"
"1643576917-3333","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Codemodeon","Innovative Digital Works","İncele","https://startupmarket.co/codemodeon","https://startupmarket.co/cache/100x100/upload/images/startup/5e21939faf025808992581.jpg"
"1643576914-3319","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Youthall","İşveren markası bilinirliğinizi arttırın genç yetenekleri şirketinize kazandırın","İncele","https://startupmarket.co/youthall","https://startupmarket.co/cache/100x100/upload/images/startup/602a4dca7aad3412592768.jpg"
"1643576922-3377","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Teknoted","Pazarlama, iç eğitim ve motivasyon odaklı oyunlaştırılmış yazılım çözümleri","İncele","https://startupmarket.co/teknoted","https://startupmarket.co/cache/100x100/upload/images/startup/5f4440bcf12e8481002864.jpg"
"1643576917-3330","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Bionluk","Yetenekli freelancer'larla daha çok iş yapın.","İncele","https://startupmarket.co/bionluk","https://startupmarket.co/cache/100x100/upload/images/startup/5c1903e44c064786145666.jpg"
"1643576914-3314","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Examtly","Bilgi tecrübede değil kişidedir.","İncele","https://startupmarket.co/examtly","https://startupmarket.co/cache/100x100/upload/images/startup/5aa2e491b8cf0012497994.jpg"
"1643576919-3346","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","Boss Inside","Öğrenciler ve yeni mezunlara özel erken kariyer platformu.","İncele","https://startupmarket.co/boss-inside","https://startupmarket.co/cache/100x100/upload/images/startup/5ea2015b92f66188171219.jpg"
"1643576919-3355","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","OptiWisdom","Data Science in everywhere
Because your data is complicated enough","İncele","https://startupmarket.co/optiwisdom","https://startupmarket.co/cache/100x100/upload/images/startup/5d5fa1c05b72c967587500.jpg"
"1643576914-3313","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","öğrenci işleri","Paran mı bitti babanı arama gir ogrencisleri.net'e hayatı yakala.","İncele","https://startupmarket.co/ogrenci-isleri","https://startupmarket.co/cache/100x100/upload/images/startup/5aaecddfa038c179578066.jpg"
"1643576914-3324","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Stajyerim","Staj / Stajyer / Stajyerim","İncele","https://startupmarket.co/stajyerim","https://startupmarket.co/cache/100x100/upload/images/startup/5f8a1ea4cbdaf405143995.jpg"
"1643576917-3328","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","burdanalcam.com","Türkiye’nin En Büyük Sosyal Medya İlan Sitesi","İncele","https://startupmarket.co/burdanalcam-com","https://startupmarket.co/cache/100x100/upload/images/startup/5c2dddc97b5ca116626059.jpg"
"1643576914-3315","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","OgrenciyeGelir","Öğrencilerle birlikte çalışın.
Hem siz kazanın hem de öğrenciler kazansın.","İncele","https://startupmarket.co/ogrenciyegelir","https://startupmarket.co/cache/100x100/upload/images/startup/5aa15956e2893932748846.jpg"
"1643576912-3302","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Pirireis","Sell Your Own Online Courses On Your Own E-Learning Site","İncele","https://startupmarket.co/pirireis","https://startupmarket.co/cache/100x100/upload/images/startup/5bf440f228e12959256668.jpg"
"1643576922-3370","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=1","Kolektus | Crowdsourcing","Proje bazında ekipler oluşturur ve projelerinizi ölçekleyerek tamamlarız.","İncele","https://startupmarket.co/kolektus-crowdsourcing","https://startupmarket.co/cache/100x100/upload/images/startup/6053d036aec72307335512.jpg"
"1643576912-3294","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Kinder Smartwatch","Akıllı çocuk saatleri mi arıyorsunuz? Kinder smartwatch => tinkywatch.com","İncele","https://startupmarket.co/kinder-smartwatch","https://startupmarket.co/cache/100x100/upload/images/startup/5df8f564a0d89919097844.jpg"
"1643576919-3360","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=2","gelHemen","Aranan kişi sen olabilirsin! Aradığın hizmet burada olabilir!","İncele","https://startupmarket.co/gelhemen","https://startupmarket.co/cache/100x100/upload/images/startup/5cc1a12192339030267361.jpg"
"1643576914-3310","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Garson Lazım","İş ve Eleman Bulma & İlan Yayınlama Platformu.","İncele","https://startupmarket.co/garson-lazim","https://startupmarket.co/cache/100x100/upload/images/startup/5b718d1c8fa4f528661030.jpg"
"1643576912-3297","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","PayDay","Maaş gününü herkes sever, Bordro hazırlayanlar hariç!","İncele","https://startupmarket.co/payday","https://startupmarket.co/cache/100x100/upload/images/startup/5d775de44ec5b696298110.jpg"
"1643576914-3318","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=4","Minorpreneurs","Potansiyelini Keşfet!","İncele","https://startupmarket.co/minorpreneurs","https://startupmarket.co/cache/100x100/upload/images/startup/5a870075b55c0872465056.jpg"
"1643576917-3340","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","CONTACT CIRCUIT","Social and Professional Network Platform with Contact Management Features and UI","İncele","https://startupmarket.co/contact-circuit","https://startupmarket.co/cache/100x100/upload/images/startup/5b9120f44986b465104752.jpg"
"1643576912-3298","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Farmasi Kazanç Ekibi","Linkteki formu dolduran HERKESE ÜCRETSİZ KATALOG VE TESTER gönderimi yapılmakta.","İncele","https://startupmarket.co/farmasi-kazanc-ekibi","https://startupmarket.co/cache/100x100/upload/images/startup/5d663e2eedcaa264990469.jpg"
"1643576917-3341","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=3","Anlatsın","Geleceğini Keşfet!","İncele","https://startupmarket.co/anlatsin","https://startupmarket.co/cache/100x100/upload/images/startup/5b6d8aed6a14f488054130.jpg"
"1643576912-3293","https://startupmarket.co/girisimler?sectors%5B0%5D=1&page=5","Çalışanım","Hızlı ve güvenilir hizmetin adı ÇALIŞANIM","İncele","https://startupmarket.co/calisanim-1","https://startupmarket.co/cache/100x100/upload/images/startup/5ecbca9538be8156614627.jpg"
